ID;D1;D2;panelistSex;D3;D3R;D4;D4_2_value;D5_1;D5_2;D6;D7_CCAA;D7_HABITAT;D7_POBLACION;D7_CP;D8;D8_EDUCACION;SPLIT;SPLIT_DECISION_1;SPLIT_DECISION_2;SPLIT_DECISION_3;SPLIT_DECISION_4;SPLIT_DECISION_5;P1_1_1;P1_1_2;P1_1_3;P1_1_4;P1_1_5;P1_1_6;P1_1_7;P1_1_8;P1_1_9;P1_1_10;P1_1_11;P1_1_12;P1_1_13;P1_1_14;P1_1_98;P1_2_1;P1_2_2;P1_2_3;P1_2_4;P1_2_5;P1_2_6;P1_2_7;P1_2_8;P1_2_9;P1_2_10;P1_2_11;P1_2_12;P1_2_13;P1_2_14;P1_2_15;P1_2_98;P1_3_1;P1_3_2;P1_3_3;P1_3_4;P1_3_5;P1_3_6;P1_3_7;P1_3_8;P1_3_9;P1_3_10;P1_3_11;P1_3_12;P1_3_13;P1_3_98;P1_4;P1_5;P1_6_1;P1_6_2;P1_6_3;P1_6_4;P1_6_5;P1_6_6;P1_6_7;P1_6_8;P1_6_9;P1_6_10;P1_6_11;P1_7_1;P1_7_2;P1_7_3;P1_7_4;P1_7_5;P1_7_6;P1_7_7;P1_7_8;P1_7_9;P1_7_10;P1_7_98;P1_8_1;P1_8_2;P1_8_3;P1_8_4;P1_8_5;P1_9_1;P1_9_2;P1_9_3;P1_9_4;P1_9_5;P2_1_1;P2_1_2;P2_1_3;P2_1_4;P2_1_5;P2_1_6;P2_1_7;P2_1_98;P2_1_98_value;P2_1_97;P2_2_1;P2_2_2;P2_2_3;P2_2_4;P2_2_98;P2_2_98_value;P2_2_97;P2_3_1;P2_3_2;P2_3_3;P2_3_4;P2_3_5;P2_3_6;P2_3_98;P2_3_98_value;P3_1_1;P3_1_2;P3_1_3;P3_1_4;P3_2;P3_2_1_value;P3_2_2_value;P3_2_3_value;P3_3;P4_1_1;P4_1_2;P4_1_3;P4_1_4;P4_1_5;P4_1_6;P4_1_7;P4_1_8;P4_1_9;P4_1_10;P4_1_11;P4_1_12;P4_2;P4_3;P4_4_1;P4_4_2;P4_4_3;P4_4_4;P4_4_5;P4_4_6;P4_4_7;P4_4_8;P4_4_9;P4_4_10;P5_1;P5_2;P5_3;P5_4;P5_5;P5_5_98;P5_6;P5_6_98;P5_7_1;P5_7_2;P5_7_3;P5_7_4;P5_7_5;P5_7_6;P5_7_7;P5_7_8;P5_7_9;P5_7_10;P5_7_11;P5_7_12;P5_7_13;P5_7_14;P5_7_15;P5_7_16;P5_7_17;P5_7_18;P5_7_19;P5_7_20;P5_7_21;P5_7_22;P5_7_23;P5_7_24;P5_7_25;P5_7_26;P5_8_1;P5_8_2;P5_8_3;P5_8_4;P5_8_5;P5_8_6;P5_8_7;P6_1_1;P6_1_2;P6_2;P6_2_98;P6_3;P6_4;P6_5;P6_6;P6_7;P6_8;P6_9;P6_10;P6_10_98;P6_11;P6_11_1_value;Ponderación;Ponderacion_ajustada
1;1;1;1;68;6;1;NA;NA;NA;2;10;6;462508;46006;6;2;4;2;3;3;3;3;0;0;0;1;0;0;0;1;0;1;1;0;1;0;NA;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;5;4;3;2;1;4;4;1;3;3;4;1;1;1;1;0;1;1;0;1;0;1;NA;NCIS;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;3;3;3;3;0;NA;NA;NA;5;4;4;1;3;4;4;4;4;4;4;1;1;5;5;4;3;4;3;3;4;3;4;4;3;5;4;3;6;2;NA;NA;NA;63;62;41;60;43;80;67;62;63;64;61;43;64;9;23;68;21;62;46;73;58;46;67;85;65;86;3;3;2;3;2;3;3;5;4;9;NA;NA;NA;NA;NA;4;2;2;2;NA;1;1;6.86E+15;6.86E+15
2;1;1;1;55;4;1;NA;NA;NA;1;1;2;40524;4230;5;1;3;1;2;3;2;1;0;1;0;1;0;0;0;1;0;1;1;1;1;0;NA;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0;NA;1;1;0;0;0;1;0;1;1;1;1;0;0;NA;2;7;2;3;2;1;3;3;2;2;1;4;1;1;1;0;0;1;0;0;1;1;1;NA;Grimm;Hermanos;09/01/2001;Chicago;Ley y Orden;God of War;Gran Turismo;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;4;3;4;0;NA;NA;NA;5;4;5;3;3;4;5;3;4;5;5;1;1;5;7;4;1;3;1;5;4;2;2;3;3;3;8;3;9;3;NA;NA;NA;62;81;80;84;16;100;92;51;100;79;0;50;0;89;97;40;33;80;56;52;54;10;100;100;92;79;5;5;5;5;2;4;3;5;2;8;NA;NA;NA;NA;NA;2;2;2;4;NA;1;2;1.17E+16;1.17E+16
3;1;2;2;26;2;2;Venezuela;6;8;NA;8;4;451685;45004;11;3;1;1;1;4;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;NA;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;2;1;5;1;1;5;5;5;2;5;1;3;1;1;1;0;0;0;1;0;0;0;0;NA;Juego de Tronos;Gossip Girl;Fleabag;Breaking Bad;NA;Candy Crush;Aventureros al Tren;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;5;4;5;0;NA;NA;NA;1;5;5;3;3;4;3;4;3;5;5;1;2;7;3;2;1;5;5;1;5;3;99;5;5;2;7;5;3;95;NA;98;C's (Ciudadanos);100;100;100;100;95;100;100;100;100;100;100;82;39;0;19;49;2;100;100;100;100;8;100;100;100;100;2;2;5;4;5;3;5;11;11;3;NA;5;4;30;0;1;5;NA;1;NA;0;NA;8.31E+15;8.31E+15
4;1;2;2;30;2;1;NA;NA;NA;1;1;3;290385;29580;4;1;3;2;4;1;4;4;1;0;1;1;0;0;0;0;0;1;1;1;0;99;NA;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;NA;0;0;1;1;0;0;1;1;1;0;0;0;0;NA;1;10;5;99;99;4;5;4;99;1;3;99;2;1;1;0;0;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;99;99;99;5;99;NA;NA;NA;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;97;NA;99;NA;999;100;999;999;999;999;999;999;999;999;999;999;999;999;999;999;100;999;999;999;999;999;999;999;999;999;99;99;99;99;99;99;99;99;99;1;NA;9;0;NA;NA;99;99;NA;99;NA;999;NA;12159693;12159693
5;1;1;1;44;3;1;NA;NA;NA;10;10;5;30149;3006;4;1;11;3;4;1;2;2;0;1;1;1;1;1;1;1;0;1;1;1;1;0;NA;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;7;10;2;1;99;3;3;1;1;2;1;99;99;0;0;99;0;0;0;0;0;0;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;0;NA;NA;NA;5;3;2;3;1;4;1;2;3;3;5;5;3;6;7;99;2;1;1;1;2;99;99;4;2;1;1;99;1;2;NA;NA;NA;69;68;73;67;68;86;87;69;74;100;67;25;74;73;31;68;65;74;27;78;78;85;28;75;77;75;1;1;3;1;3;4;1;5;4;3;NA;9;3;8;83;2;1;6;2;NA;1;1;1.17E+16;1.17E+16
6;1;2;2;32;2;1;NA;NA;NA;12;12;1;150933;15850;11;3;10;4;4;3;3;2;0;0;1;1;1;0;1;1;1;0;1;1;0;1;NA;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;1;7;2;5;4;1;4;3;1;2;3;4;1;1;1;0;0;0;0;0;0;0;0;NA;Diarios de Vampiro;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;3;4;3;3;1;Tinder;NA;NA;1;4;3;4;4;4;4;2;2;4;4;1;4;4;5;3;3;4;2;1;5;4;2;4;3;2;3;4;2;9;NA;NA;NA;23;0;8;0;0;0;91;43;79;0;51;0;0;0;1;0;0;72;0;0;88;0;70;100;91;24;4;1;2;4;5;5;5;7;5;1;NA;4;5;34;0;4;6;NA;1;NA;0;NA;7.47E+15;7.47E+15
7;1;1;1;50;4;1;NA;NA;NA;1;1;4;299018;29620;9;3;2;2;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;5;3;3;3;3;3;5;3;2;3;4;3;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;0;0;1;0;NA;0;0;0;0;0;1;0;0;NA;3;3;3;1;0;NA;NA;NA;5;3;5;3;3;3;3;3;3;3;3;3;3;5;5;3;3;3;3;3;3;3;3;3;3;5;5;3;5;97;NA;99;NA;999;68;999;999;59;999;999;999;999;63;999;68;62;64;60;999;62;63;999;98;999;63;100;60;999;64;3;3;5;3;3;3;3;5;3;1;NA;4;5;35;999;99;2;2;2;NA;1;1;9.39E+15;9.39E+15
8;1;2;2;49;4;1;NA;NA;NA;1;1;5;290691;29670;11;3;4;1;1;4;1;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;NA;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;1;1;3;1;1;2;4;4;2;2;4;3;3;0;0;0;0;1;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;1;0;0;0;NA;2;4;2;4;0;NA;NA;NA;1;5;4;1;1;4;4;4;4;3;4;1;1;7;8;5;1;3;1;1;3;4;3;4;5;1;5;4;8;97;NA;2;NA;22;0;69;53;1;76;53;53;51;70;72;2;38;0;0;92;100;72;21;1;100;0;100;100;76;71;1;2;3;3;3;4;4;3;3;1;NA;2;5;35;0;6;4;NA;2;NA;0;NA;8.60E+15;8.60E+15
9;1;2;2;63;5;1;NA;NA;NA;16;16;5;480209;48011;8;2;3;2;3;4;2;2;1;1;1;1;0;0;1;1;1;1;0;0;1;1;NA;0;1;1;99;1;1;1;0;1;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;1;0;0;NA;5;1;4;1;2;1;3;2;5;1;2;4;1;1;1;0;0;0;1;99;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;0;0;0;0;NA;1;5;4;1;0;NA;NA;NA;1;4;2;2;1;1;1;4;99;5;4;1;1;1;1;5;5;3;2;4;4;2;4;5;1;3;5;3;10;1;NA;NA;NA;999;28;999;999;999;5;999;999;999;999;999;999;999;95;999;999;999;999;60;999;999;999;999;999;999;999;3;5;5;5;5;5;5;4;4;8;NA;NA;NA;NA;NA;8;1;3;1;NA;0;NA;81081;81081
10;1;2;2;84;7;1;NA;NA;NA;17;16;5;480139;48902;4;1;10;2;2;3;2;2;0;0;0;0;0;0;0;1;0;1;1;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;NA;1;99;3;3;2;1;4;2;5;1;1;5;2;0;1;0;0;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;4;0;NA;NA;NA;1;4;3;1;1;5;5;2;4;5;5;2;4;3;1;3;1;5;5;2;5;5;3;4;5;5;4;3;10;2;NA;NA;NA;72;82;70;58;29;2;100;90;87;21;100;9;30;0;0;20;0;89;23;6;89;32;100;90;83;73;1;3;5;3;1;4;3;4;3;9;NA;NA;NA;NA;NA;2;2;2;3;NA;1;2;118053936;1.54E+16
11;1;1;1;63;5;1;NA;NA;NA;16;16;2;480118;48480;11;3;9;1;1;4;2;2;0;0;1;1;0;0;0;1;0;1;1;1;0;0;NA;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;1;0;0;NA;8;10;3;3;3;1;5;5;1;1;2;4;1;1;1;0;0;1;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;3;5;5;5;0;NA;NA;NA;5;4;4;2;3;3;4;1;2;2;3;1;1;1;1;1;5;5;5;1;5;1;1;5;5;7;4;5;1;8;NA;NA;NA;59;60;53;51;51;17;52;100;50;52;49;0;51;2;96;51;0;99;0;0;100;5;53;100;50;100;1;5;3;3;5;5;5;4;4;5;NA;2;6;45;0;3;5;NA;2;NA;1;2;769405;769405
12;1;1;1;76;7;1;NA;NA;NA;11;11;1;61279;6640;5;1;2;2;2;4;2;1;0;1;1;1;0;0;1;0;0;1;1;0;1;1;NA;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;2;4;4;3;4;5;4;2;1;3;3;1;1;1;1;1;1;1;0;0;1;0;NA;La Moderna;4 Estrellas;La Promesa;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;NA;3;5;5;4;0;NA;NA;NA;5;5;4;4;5;5;3;5;5;5;5;2;99;10;2;3;1;2;4;3;5;4;2;4;3;10;1;3;9;2;NA;NA;NA;64;61;55;63;100;100;57;100;81;52;100;5;63;12;15;8;25;70;33;100;100;33;78;79;86;74;5;5;5;4;5;5;5;4;4;9;NA;NA;NA;NA;NA;2;2;2;2;NA;1;2;133346304;174375936
13;1;1;1;62;5;1;NA;NA;NA;8;8;1;190582;19171;11;3;5;2;2;3;2;2;0;0;1;1;0;0;0;1;0;0;1;1;0;0;Hacer turismo;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;New Age;0;0;0;0;0;1;0;0;1;0;0;0;0;NA;7;10;3;3;2;1;3;4;5;1;2;4;2;1;0;0;0;0;0;0;1;0;0;NA;Breaking Bad;Juego de Tronos;Black Mirror;Outlander;Cuéntame;NA;NA;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;0;0;1;0;0;NA;0;0;0;0;0;1;0;0;NA;4;1;1;5;0;NA;NA;NA;4;2;2;1;1;4;4;3;3;4;4;1;1;4;8;4;4;4;2;4;1;4;4;5;5;9;5;3;5;98;SALF (Se Acabó La Fiesta);98;NA;52;31;60;48;10;31;52;69;54;0;21;54;0;48;10;70;46;69;49;51;59;49;65;54;54;48;1;1;1;3;2;4;3;6;3;1;NA;1;5;32;0;3;4;NA;2;NA;1;2;89623;89623
14;1;1;1;68;6;1;NA;NA;NA;13;8;3;450818;45200;7;2;9;3;3;3;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;NA;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;NA;8;1;2;3;4;1;4;4;4;3;1;4;1;1;1;0;0;0;1;0;1;0;1;NA;4 Estrellas;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;1;0;NA;1;3;3;4;0;NA;NA;NA;5;4;4;1;1;5;4;4;5;5;4;1;1;5;3;5;1;3;1;5;1;1;5;4;1;10;10;1;10;3;NA;NA;NA;0;53;48;73;0;100;88;32;61;0;5;100;0;100;0;48;54;6;100;0;10;29;100;100;51;49;4;4;4;3;4;5;4;3;1;9;NA;NA;NA;NA;NA;6;2;3;2;NA;1;3;8031015;8031015
15;1;1;1;65;5;1;NA;NA;NA;1;1;3;210448;21440;6;2;6;2;2;4;2;2;1;1;1;1;0;0;0;1;0;1;0;1;1;1;NA;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;1;99;3;2;3;1;4;3;1;3;3;3;1;1;1;0;0;0;0;0;0;0;0;NA;Enano Rojo;NA;NA;NA;NA;Total War;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;2;1;4;0;NA;NA;NA;5;4;4;2;3;4;4;5;4;3;4;1;1;4;6;5;3;4;3;5;3;2;4;5;1;6;7;3;10;1;NA;NA;NA;40;31;40;30;2;51;29;50;51;50;11;50;11;31;3;11;21;30;50;51;19;30;51;50;51;50;1;2;3;2;5;5;4;5;5;9;NA;NA;NA;NA;NA;3;4;NA;2;NA;0;NA;95445;95445
16;1;1;1;76;7;1;NA;NA;NA;9;9;1;82628;8295;7;2;6;1;2;4;2;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;NA;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;NA;0;0;0;1;0;1;0;0;0;1;0;0;0;NA;1;10;5;4;1;1;5;1;2;3;3;5;5;1;0;1;1;1;0;0;0;0;0;NA;Com Si Fos Ahir;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;4;0;NA;NA;NA;5;4;4;3;2;4;5;4;4;4;5;1;1;1;1;4;5;4;4;1;5;2;1;5;5;9;2;5;1;6;NA;NA;NA;40;50;40;70;71;70;70;81;80;50;20;0;30;0;100;50;40;90;50;50;50;30;50;90;80;70;4;5;5;4;2;5;5;11;4;9;NA;NA;NA;NA;NA;3;5;NA;2;NA;1;2;1.11E+16;1.45E+16
17;1;1;1;67;6;1;NA;NA;NA;9;10;1;462378;46016;5;1;9;2;4;3;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;NA;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;99;4;3;2;5;5;1;1;5;1;5;1;1;1;0;1;1;0;0;0;0;0;NA;The Big Bang Theory;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;2;2;2;5;0;NA;NA;NA;4;4;2;3;1;2;4;3;1;2;1;1;1;1;2;1;4;4;5;1;3;4;1;5;5;4;1;3;1;5;NA;NA;NA;60;70;61;4;40;42;100;100;75;40;66;6;98;3;77;36;3;99;3;0;99;23;58;73;71;42;1;1;2;5;5;5;4;2;2;9;NA;NA;NA;NA;NA;3;6;NA;4;NA;1;1;1.12E+16;1.12E+16
18;1;2;2;59;5;1;NA;NA;NA;12;12;5;150308;15010;11;3;9;2;2;4;2;1;0;0;1;1;0;1;0;0;0;1;1;99;1;99;NA;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;NA;0;0;0;0;0;1;0;0;0;0;1;0;0;NA;1;99;4;1;1;1;4;99;3;3;2;4;1;1;1;1;0;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;1;0;0;NA;99;99;99;1;0;NA;NA;NA;1;5;5;4;4;3;4;4;4;5;5;99;3;99;1;99;99;5;3;99;99;99;3;5;99;1;3;3;9;99;NA;99;NA;999;88;999;999;999;94;999;999;999;999;999;89;999;999;999;999;999;999;999;93;999;999;999;999;999;97;99;99;99;99;99;99;99;11;11;1;NA;4;3;12;2;99;2;3;2;NA;1;1;766557;766557
19;1;2;2;76;7;1;NA;NA;NA;1;1;5;110125;11009;11;3;11;2;3;3;1;1;1;1;1;1;99;1;0;1;1;1;1;1;1;0;NA;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;NA;0;0;0;0;0;1;0;0;1;0;0;0;0;NA;4;1;3;4;4;4;4;5;2;4;2;4;2;1;1;0;0;1;1;0;0;0;1;NA;Poirot;Doctor en Alaska;El Ala Oeste de la Casa Blanca;NA;NA;Apalabrados;Township;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;4;3;4;0;NA;NA;NA;1;4;4;1;3;4;4;5;4;4;4;3;1;6;6;4;4;4;2;5;4;2;4;3;1;7;6;1;8;1;NA;NA;NA;59;49;50;59;30;71;40;50;51;50;0;70;0;21;0;11;30;41;50;50;39;41;61;51;70;61;3;2;3;4;4;2;4;11;9;9;NA;NA;NA;NA;NA;2;1;3;4;NA;1;3;9621612;12582108
20;1;1;1;80;7;1;NA;NA;NA;3;3;5;330447;33910;9;3;3;1;3;3;3;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;NA;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;8;1;5;5;5;1;5;5;1;1;2;5;1;1;1;0;0;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;0;1;0;0;NA;1;99;5;5;0;NA;NA;NA;99;5;5;2;1;4;5;5;5;5;5;2;2;8;9;5;1;5;3;5;3;5;4;5;1;6;99;3;10;97;NA;98;NA;100;54;76;54;20;12;99;100;60;56;19;100;17;14;96;22;999;100;99;0;53;100;100;98;57;71;5;2;2;5;5;5;5;4;4;9;NA;NA;NA;NA;NA;3;1;5;2;NA;1;3;8705268;11383812
21;1;1;1;81;7;1;NA;NA;NA;1;1;4;410042;41500;6;2;6;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;1;0;NA;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;1;99;4;4;2;1;3;3;3;1;3;5;1;1;1;1;0;1;0;0;0;1;1;NA;NCIS;Mentes Criminales;NA;NA;NA;Microsoft Solitaire;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;4;4;5;4;0;NA;NA;NA;5;3;4;4;3;2;1;1;1;3;4;1;1;1;1;2;2;5;5;2;5;2;2;5;5;10;2;3;1;2;NA;NA;NA;999;98;96;0;97;81;100;69;60;71;100;0;86;0;85;0;0;69;0;1;97;0;61;100;77;80;5;5;4;4;1;5;5;4;4;9;NA;NA;NA;NA;NA;2;6;NA;2;NA;1;2;1.06E+16;1.39E+16
22;1;2;2;28;2;1;NA;NA;NA;9;9;3;80771;8950;6;2;4;1;1;4;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;NA;1;1;1;0;0;1;0;0;0;1;1;1;0;1;0;NA;0;0;0;0;1;1;0;0;0;0;0;0;0;NA;8;10;5;2;2;4;3;4;1;4;5;4;1;1;0;0;0;1;0;0;1;1;1;NA;Outlander;Ni Una Más;Alba;NA;Paquita Salas;Mario;Crash Bandicoot;NA;Just Dance;NA;0;0;0;0;0;1;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;1;0;0;0;NA;4;1;1;5;1;Tinder;NA;NA;1;4;4;4;4;4;5;3;4;1;3;1;1;4;3;4;3;4;2;1;5;3;3;5;5;1;1;3;2;5;NA;NA;NA;0;3;32;0;1;11;90;79;81;1;65;0;76;2;49;64;9;80;12;100;75;9;78;86;98;53;1;5;5;4;4;5;5;3;3;1;NA;5;5;25;0;2;5;NA;1;NA;1;2;9.26E+15;9.26E+15
23;1;2;2;18;1;1;NA;NA;NA;16;16;3;480849;48910;8;2;6;1;2;3;4;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;99;5;1;1;5;1;1;1;1;5;1;1;1;0;0;0;0;0;1;0;0;0;NA;Las Chicas del Cable;Élite;Vis a Vis;The Umbrella Academy;NA;NA;NA;NA;NA;NA;0;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;5;3;5;0;NA;NA;NA;5;2;2;3;1;3;3;1;1;1;1;1;2;8;1;4;1;3;3;3;4;3;3;5;4;4;4;3;3;2;NA;NA;NA;40;38;999;49;999;999;50;100;68;999;69;999;98;0;49;51;49;71;51;999;999;20;999;78;999;999;5;5;5;5;5;5;5;99;9;11;NA;NA;NA;NA;NA;1;2;1;1;NA;0;NA;8.11E+15;8.11E+15
24;1;2;2;34;2;1;NA;NA;NA;10;10;2;462055;46530;11;3;10;1;1;4;3;1;0;0;1;1;0;0;0;1;0;1;1;1;1;1;NA;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;NA;0;0;0;0;0;1;0;0;1;0;0;1;0;NA;7;1;2;2;3;1;4;5;1;2;4;2;1;1;1;0;0;1;0;0;1;0;1;NA;Juego de Tronos;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;2;4;3;4;0;NA;NA;NA;1;4;4;3;3;5;5;2;3;3;5;1;2;4;2;4;4;3;1;4;5;1;3;5;2;7;7;3;7;1;NA;NA;NA;53;55;55;50;40;63;59;30;60;50;51;55;1;50;22;25;39;48;100;36;53;38;58;81;58;53;2;5;5;5;5;5;4;5;6;5;NA;2;5;30;3;5;5;NA;2;NA;1;1;6924645;6924645
25;1;2;2;42;3;1;NA;NA;NA;11;11;2;61494;6220;8;2;4;1;1;4;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;0;NA;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;NA;0;0;0;0;0;1;0;0;1;0;0;0;0;NA;5;1;3;3;2;1;3;3;1;3;1;4;1;0;1;0;0;1;0;1;1;0;1;NA;NA;NA;NA;NA;NA;Candy Crush;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;5;5;2;0;NA;NA;NA;1;3;3;2;1;5;5;2;3;1;2;1;1;5;5;3;2;3;3;3;3;3;3;3;3;6;5;3;5;1;NA;NA;NA;51;53;54;53;49;51;53;52;54;33;51;56;50;54;53;50;57;57;54;6;56;52;58;51;52;54;3;5;5;4;4;5;4;2;2;8;NA;NA;NA;NA;NA;99;1;3;2;NA;1;3;853632;853632
