ID;D1;D2;panelistSex;D3;D3R;D4;D4_2_value;D5_1;D5_2;D6;D7_CCAA;D7_HABITAT;D7_POBLACION;D7_CP;D8;D8_EDUCACION;SPLIT;SPLIT_DECISION_1;SPLIT_DECISION_2;SPLIT_DECISION_3;SPLIT_DECISION_4;SPLIT_DECISION_5;P1_1_1;P1_1_2;P1_1_3;P1_1_4;P1_1_5;P1_1_6;P1_1_7;P1_1_8;P1_1_9;P1_1_10;P1_1_11;P1_1_12;P1_1_13;P1_1_14;P1_1_98;P1_2_1;P1_2_2;P1_2_3;P1_2_4;P1_2_5;P1_2_6;P1_2_7;P1_2_8;P1_2_9;P1_2_10;P1_2_11;P1_2_12;P1_2_13;P1_2_14;P1_2_15;P1_2_98;P1_3_1;P1_3_2;P1_3_3;P1_3_4;P1_3_5;P1_3_6;P1_3_7;P1_3_8;P1_3_9;P1_3_10;P1_3_11;P1_3_12;P1_3_13;P1_3_98;P1_4;P1_5;P1_6_1;P1_6_2;P1_6_3;P1_6_4;P1_6_5;P1_6_6;P1_6_7;P1_6_8;P1_6_9;P1_6_10;P1_6_11;P1_7_1;P1_7_2;P1_7_3;P1_7_4;P1_7_5;P1_7_6;P1_7_7;P1_7_8;P1_7_9;P1_7_10;P1_7_98;P1_8_1;P1_8_2;P1_8_3;P1_8_4;P1_8_5;P1_9_1;P1_9_2;P1_9_3;P1_9_4;P1_9_5;P2_1_1;P2_1_2;P2_1_3;P2_1_4;P2_1_5;P2_1_6;P2_1_7;P2_1_98;P2_1_98_value;P2_1_97;P2_2_1;P2_2_2;P2_2_3;P2_2_4;P2_2_98;P2_2_98_value;P2_2_97;P2_3_1;P2_3_2;P2_3_3;P2_3_4;P2_3_5;P2_3_6;P2_3_98;P2_3_98_value;P3_1_1;P3_1_2;P3_1_3;P3_1_4;P3_2;P3_2_1_value;P3_2_2_value;P3_2_3_value;P3_3;P4_1_1;P4_1_2;P4_1_3;P4_1_4;P4_1_5;P4_1_6;P4_1_7;P4_1_8;P4_1_9;P4_1_10;P4_1_11;P4_1_12;P4_2;P4_3;P4_4_1;P4_4_2;P4_4_3;P4_4_4;P4_4_5;P4_4_6;P4_4_7;P4_4_8;P4_4_9;P4_4_10;P5_1;P5_2;P5_3;P5_4;P5_5;P5_5_98;P5_6;P5_6_98;P5_7_1;P5_7_2;P5_7_3;P5_7_4;P5_7_5;P5_7_6;P5_7_7;P5_7_8;P5_7_9;P5_7_10;P5_7_11;P5_7_12;P5_7_13;P5_7_14;P5_7_15;P5_7_16;P5_7_17;P5_7_18;P5_7_19;P5_7_20;P5_7_21;P5_7_22;P5_7_23;P5_7_24;P5_7_25;P5_7_26;P5_8_1;P5_8_2;P5_8_3;P5_8_4;P5_8_5;P5_8_6;P5_8_7;P6_1_1;P6_1_2;P6_2;P6_2_98;P6_3;P6_4;P6_5;P6_6;P6_7;P6_8;P6_9;P6_10;P6_10_98;P6_11;P6_11_1_value;Ponderación;Ponderacion_ajustada
1789;1;2;2;38;3;1;NA;NA;NA;10;10;4;461901;46980;5;1;9;1;1;4;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;NA;0;1;1;0;0;1;1;1;0;1;0;0;0;0;0;NA;0;1;0;0;0;1;0;0;0;0;0;0;0;NA;1;10;3;2;4;5;5;4;1;5;2;4;1;1;1;1;1;1;1;1;1;1;1;NA;Cómo Defender a un Asesino;Vivir sin Permiso;Vis a Vis;NA;NA;Candy Crush;NA;NA;NA;NA;1;1;1;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;0;NA;1;4;4;1;0;NA;NA;NA;1;5;5;5;5;4;4;4;4;5;5;1;1;2;1;2;4;3;1;5;5;4;3;5;4;1;5;3;5;97;NA;98;NA;51;52;30;48;94;51;92;52;95;88;49;51;49;50;50;50;9;95;52;49;27;10;95;52;51;54;1;4;4;3;5;5;4;4;3;1;NA;1;5;40;0;4;5;NA;2;NA;0;NA;12737088;12737088
1790;1;1;1;53;4;1;NA;NA;NA;1;1;4;110223;11300;6;2;11;2;4;2;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;NA;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;NA;1;0;0;1;0;0;0;0;0;0;0;0;0;NA;2;3;4;3;2;2;4;3;2;3;3;4;1;1;0;0;0;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;0;NA;2;3;3;2;0;NA;NA;NA;5;2;3;1;1;4;3;1;2;3;4;1;1;5;6;4;3;3;1;4;3;2;4;3;4;3;3;3;7;98;NA;99;NA;6;66;67;0;30;64;83;29;69;35;37;38;32;33;31;100;63;68;78;26;22;71;89;65;73;36;3;4;4;4;2;5;3;5;7;1;NA;6;5;40;0;2;5;NA;2;NA;1;3;9.49E+15;9.49E+15
1791;1;2;2;34;2;1;NA;NA;NA;3;3;5;330241;33211;9;3;1;1;1;4;1;1;1;0;0;1;0;0;0;1;0;1;0;0;1;1;NA;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;5;2;1;2;3;5;3;1;5;3;4;1;1;1;0;1;1;1;0;0;1;1;NA;This Is Us;NA;NA;NA;NA;Mario;NA;NA;NA;NA;1;1;1;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;NA;3;1;1;5;0;NA;NA;NA;1;4;4;3;2;3;3;1;1;2;3;1;1;3;3;3;4;4;4;1;4;3;2;5;5;8;3;4;3;2;NA;NA;NA;16;61;63;4;51;50;89;66;76;27;96;23;56;6;23;10;2;65;50;50;100;3;30;83;53;37;3;3;3;4;1;4;1;4;4;1;NA;4;5;40;100;5;6;NA;2;NA;0;NA;7.62E+15;7.62E+15
1792;1;1;1;37;3;1;NA;NA;NA;14;14;3;300354;30730;7;2;10;4;4;2;1;1;1;1;0;1;99;0;0;1;1;0;0;1;1;0;NA;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;NA;0;1;0;0;0;1;0;0;0;0;1;0;1;NA;1;1;3;2;2;1;4;5;3;5;4;5;1;1;0;0;1;0;0;0;0;0;0;NA;The Last of Us;The Big Bang Theory;Friends;Los Simpson;The Boys;Mass Effect;Cyberpunk 2077;Diablo;Tomb Raider;The Witcher;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;4;1;5;1;Meetic;NA;NA;5;4;3;1;1;5;5;3;3;4;5;1;1;5;5;4;3;5;3;5;2;4;5;5;3;7;7;3;9;3;NA;NA;NA;50;50;52;50;0;51;50;88;81;18;14;63;0;64;0;51;11;62;71;21;100;53;53;50;49;28;4;1;5;5;5;5;5;8;8;1;NA;1;3;36;0;3;4;NA;2;NA;0;NA;9.55E+15;9.55E+15
1793;1;2;2;64;5;1;NA;NA;NA;9;9;6;80193;8034;8;2;10;1;1;4;1;1;0;0;1;1;0;0;1;1;0;1;1;0;0;1;NA;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;1;0;0;NA;1;99;3;2;1;1;3;4;3;4;2;4;1;1;0;0;0;1;0;0;0;0;0;NA;Downton Abbey;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;4;4;1;0;NA;NA;NA;1;99;3;1;1;3;4;1;99;4;4;1;3;3;4;3;99;3;5;99;3;1;1;4;3;1;99;99;99;97;NA;98;NA;52;85;52;53;53;51;51;50;51;52;50;51;53;52;48;51;50;51;51;52;52;51;52;49;51;52;1;5;5;5;5;5;5;4;4;9;NA;NA;NA;NA;NA;3;5;NA;2;NA;1;1;9.17E+15;9.17E+15
1794;1;1;1;59;5;1;NA;NA;NA;1;1;2;210720;21600;8;2;9;3;4;2;1;1;0;1;0;1;0;0;0;1;0;1;1;1;1;1;NA;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;NA;0;0;0;0;0;0;0;0;1;0;1;0;0;NA;8;1;5;4;1;3;4;1;1;1;5;2;1;1;1;1;1;1;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;4;4;3;4;0;NA;NA;NA;5;5;4;5;5;5;4;5;5;5;5;4;3;1;1;4;4;5;1;2;3;1;4;3;3;6;10;3;10;1;NA;NA;NA;4;12;46;57;17;44;39;17;45;42;3;100;2;92;0;3;6;44;100;5;4;23;100;100;88;48;4;4;4;5;4;4;4;3;3;1;NA;8;6;60;4;2;1;3;2;NA;1;1;89775;89775
1795;1;2;2;45;3;1;NA;NA;NA;10;10;3;461944;46229;7;2;10;1;1;4;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;NA;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;1;5;5;4;1;5;5;4;4;5;1;3;1;1;1;1;1;1;1;0;0;0;1;NA;Sueños de Libertad;CSI;NA;NA;NA;Candy Crush;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;5;5;1;0;NA;NA;NA;1;5;4;1;1;4;5;3;3;4;5;1;1;5;5;4;3;5;1;4;3;5;1;5;5;5;5;3;5;98;SALF (Se Acabó La Fiesta);98;SALF (Se Acabó La Fiesta);51;53;51;60;35;56;57;81;80;62;0;59;99;58;0;0;41;84;100;0;0;100;56;75;60;51;1;4;5;5;1;2;4;3;4;1;NA;3;5;35;0;5;4;NA;2;NA;0;NA;8.51E+15;8.51E+15
1796;1;1;1;70;6;1;NA;NA;NA;13;13;6;280796;28005;7;2;3;1;1;4;1;1;1;0;1;1;0;0;1;1;1;1;1;0;0;0;NA;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;1;5;3;2;1;5;2;1;4;4;2;1;1;1;0;0;1;0;0;1;1;0;NA;The Big Bang Theory;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;0;1;0;0;NA;0;0;0;0;0;1;0;0;NA;3;2;2;4;0;NA;NA;NA;5;4;4;1;1;4;4;4;4;2;4;1;1;5;5;3;3;5;5;2;5;4;2;5;4;8;3;3;9;2;NA;NA;NA;100;39;69;29;94;26;74;82;68;21;85;13;99;4;22;19;8;78;100;24;59;30;82;94;60;58;2;4;4;2;4;3;3;4;3;9;NA;NA;NA;NA;NA;6;6;NA;2;NA;1;2;7845201;7845201
1797;1;1;1;76;7;1;NA;NA;NA;9;9;6;80193;8027;5;1;6;2;2;3;2;2;0;1;1;1;0;0;1;1;1;1;0;0;0;0;NA;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;5;4;3;2;1;3;3;2;3;3;3;3;1;1;1;0;1;0;0;0;1;1;NA;NA;NA;NA;NA;NA;Candy Crush;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;5;0;NA;NA;NA;5;4;4;2;3;4;3;4;3;5;4;1;1;7;4;3;2;4;2;3;4;3;3;3;3;5;5;1;5;98;NA;98;NA;50;60;69;69;51;70;50;81;50;70;50;49;0;20;0;51;1;70;50;50;48;20;99;80;79;69;5;5;5;3;5;5;5;4;4;9;NA;NA;NA;NA;NA;99;2;2;2;NA;1;2;133555968;1.75E+16
1798;1;1;1;67;6;2;Argentina;57;4;NA;10;5;30651;3204;4;1;7;2;1;4;2;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;NA;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;1;3;1;2;1;4;4;3;4;4;4;1;1;1;0;0;0;0;0;1;0;0;NA;Chicago;La Casa de Papel;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;1;0;0;0;0;0;0;NA;99;3;3;99;0;NA;NA;NA;5;5;4;4;4;4;99;5;4;4;5;99;99;99;10;5;5;99;3;3;5;99;4;5;99;4;10;1;10;3;NA;NA;NA;60;30;54;79;100;46;37;82;100;32;27;65;8;93;18;56;18;81;100;41;42;87;96;43;71;48;5;4;4;4;4;4;3;99;99;5;NA;NA;5;40;13;2;2;2;2;NA;1;3;10440738;10440738
1799;1;2;2;55;4;1;NA;NA;NA;13;13;4;281343;28701;5;1;2;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;5;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;1;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;0;NA;NA;NA;99;3;3;3;3;3;3;3;3;4;4;3;3;6;6;3;3;3;3;3;3;3;3;3;3;5;5;2;5;96;NA;99;NA;61;61;62;65;62;64;67;62;66;62;63;60;62;60;65;64;63;64;63;62;57;62;58;64;62;66;4;4;4;4;4;4;4;5;5;99;NA;NA;NA;NA;NA;99;99;NA;5;NA;999;NA;1.30E+16;1.30E+16
1800;1;1;1;85;7;1;NA;NA;NA;16;16;4;200454;20304;4;1;6;2;3;3;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;NA;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;8;5;4;1;1;1;4;1;1;1;1;4;1;1;1;0;0;0;0;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;3;3;3;0;NA;NA;NA;5;3;3;3;3;4;3;4;4;4;4;3;3;6;6;2;2;2;3;3;3;3;3;3;3;4;5;3;6;97;NA;8;NA;39;21;39;59;30;39;15;29;39;19;21;20;20;11;60;20;21;31;20;32;39;59;39;43;61;19;4;4;4;3;3;3;4;3;3;9;NA;NA;NA;NA;NA;2;1;5;2;NA;1;3;128786112;1.68E+16
1801;1;1;1;68;6;1;NA;NA;NA;12;12;4;150367;15405;10;3;8;1;1;4;1;1;1;0;1;0;0;0;0;1;0;1;1;99;0;1;Ver deportes;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;1;0;0;0;0;0;0;0;0;NA;10;8;3;1;1;1;3;1;1;1;1;3;1;1;1;0;0;1;0;0;1;1;0;NA;Pablo Escobar: El Patrón del Mal;Holocausto;NA;Narcos;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;3;3;3;0;NA;NA;NA;5;5;5;1;1;4;4;5;5;4;4;1;5;7;7;4;5;5;1;1;1;5;4;5;4;10;3;3;7;2;NA;NA;NA;82;999;999;999;999;999;999;999;999;999;100;999;999;999;999;999;999;999;100;100;999;999;999;999;999;999;5;5;5;5;5;5;5;4;3;9;NA;NA;NA;NA;NA;99;2;2;2;NA;1;2;7.78E+15;7.78E+15
1802;1;1;1;54;4;1;NA;NA;NA;9;9;3;80898;8850;11;3;9;3;2;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;NA;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;1;10;4;3;3;3;4;4;1;3;3;4;1;1;1;0;1;1;0;0;0;0;0;NA;La Casa del Dragón;Star Trek;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;2;2;3;3;0;NA;NA;NA;5;4;3;2;1;4;4;1;2;4;4;1;99;7;1;5;5;4;3;3;4;4;1;4;4;7;7;4;3;98;AC (Aliança Catalana);6;NA;71;61;31;31;11;76;100;86;91;86;60;27;31;0;100;19;20;92;86;34;79;20;78;100;100;87;5;5;5;3;5;5;5;11;7;1;NA;2;5;40;0;7;99;NA;2;NA;1;2;9.36E+15;9.36E+15
1803;1;2;2;38;3;1;NA;NA;NA;1;4;2;70033;7400;11;3;6;1;1;4;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;NA;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;NA;1;1;0;1;0;1;0;0;1;0;1;0;0;NA;10;1;3;4;3;1;4;4;3;4;1;3;1;1;1;0;0;0;1;1;1;1;1;NA;The Big Bang Theory;The Umbrella Academy;NA;NA;NA;Crash Bandicoot;MediEvil;Mario;NA;NA;1;0;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;1;1;0;0;0;0;NA;3;3;4;4;0;NA;NA;NA;2;4;4;3;3;2;4;2;2;4;4;1;2;5;1;3;2;4;3;3;5;1;2;5;4;6;4;3;7;96;NA;99;NA;63;59;59;31;60;58;82;85;87;63;37;14;21;0;0;10;0;80;100;2;83;7;88;100;82;88;4;4;5;4;5;5;4;3;4;1;NA;5;5;40;0;5;2;3;1;NA;0;NA;1011218;1011218
1804;1;2;2;34;2;1;NA;NA;NA;13;13;4;280148;28500;8;2;4;1;1;4;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;NA;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1;4;3;2;1;4;3;1;3;4;1;1;1;1;0;0;0;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;3;1;3;5;0;NA;NA;NA;1;3;3;2;2;5;5;3;3;3;3;1;1;5;5;4;3;3;1;3;5;1;3;5;5;8;99;3;99;97;NA;99;NA;0;56;999;58;2;58;77;100;100;36;0;999;0;58;2;33;999;66;0;0;100;25;100;100;999;51;99;5;5;5;99;4;99;3;3;1;NA;5;5;40;2;5;99;NA;1;NA;0;NA;9.11E+15;9.11E+15
1805;1;1;1;61;5;1;NA;NA;NA;12;12;5;360577;36202;11;3;11;1;1;2;3;3;0;0;1;1;0;1;1;0;0;1;1;0;0;1;Conducción;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;2;2;3;1;1;4;1;5;1;3;1;1;1;1;0;0;1;0;0;0;0;0;NA;Aquí No Hay Quien Viva;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;1;0;0;0;NA;1;4;3;2;0;NA;NA;NA;99;5;4;1;1;4;4;5;5;5;5;5;99;8;9;5;1;4;1;5;1;2;5;2;1;10;8;2;10;1;NA;NA;NA;50;50;50;50;50;50;50;50;50;50;9;50;0;50;2;50;50;9;50;50;9;50;50;50;50;50;1;1;5;4;5;5;5;11;7;5;NA;1;7;60;80;99;1;3;2;NA;0;NA;766557;766557
1806;1;2;2;62;5;1;NA;NA;NA;11;7;1;421448;42291;7;2;8;1;1;4;1;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;Relaciones sociales;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;5;5;2;4;5;1;5;1;1;4;1;5;1;1;1;0;0;1;0;0;0;1;1;NA;El Marqués;La Pasión Turca;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;1;0;0;0;NA;1;4;5;4;0;NA;NA;NA;2;5;1;1;1;5;5;1;1;5;2;1;1;3;8;4;5;2;1;5;5;1;1;5;2;1;3;4;3;97;NA;2;NA;33;68;37;42;45;72;74;81;94;81;83;21;0;0;7;100;100;27;0;0;80;0;78;100;83;94;2;5;5;2;5;5;2;3;3;9;NA;NA;NA;NA;NA;3;2;2;2;NA;1;2;8.78E+15;8.78E+15
1807;1;2;2;24;1;1;NA;NA;NA;12;12;4;270288;27002;9;3;1;3;3;2;2;3;0;0;0;1;0;0;0;1;0;1;0;0;0;1;NA;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;5;4;4;1;2;4;1;1;1;2;4;1;1;1;0;0;1;1;0;0;0;1;NA;Pratos Combinados;NA;NA;NA;NA;Hay Day;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;4;0;NA;NA;NA;1;4;4;4;4;4;3;4;5;4;4;4;4;5;5;2;3;3;3;1;1;4;4;3;3;2;5;4;5;97;NA;9;NA;94;100;100;100;100;100;98;94;100;100;51;53;50;0;10;100;6;100;52;51;100;10;100;100;97;100;4;4;4;4;3;4;4;3;3;11;NA;NA;NA;NA;NA;2;5;NA;1;NA;0;NA;81951912;81951912
1808;1;1;1;50;4;1;NA;NA;NA;10;10;2;461115;46370;4;1;4;1;1;4;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;NA;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;NA;0;0;0;0;1;0;0;0;0;0;1;0;0;NA;10;5;3;2;3;1;5;5;1;4;1;5;1;1;1;0;0;1;1;0;1;0;0;NA;Breaking Bad;Vikingos;Juego de Tronos;Los Anillos de Poder;La Maldición de Hill House;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;1;0;0;0;NA;5;5;5;5;0;NA;NA;NA;5;5;5;5;4;5;5;4;5;5;5;3;1;2;1;5;5;3;3;4;5;1;3;5;3;1;5;3;10;97;NA;98;NA;40;3;36;47;0;43;47;57;60;55;1;40;41;49;1;56;41;47;0;22;36;48;100;57;56;59;5;5;5;5;5;5;5;3;3;1;NA;1;5;40;3;2;5;NA;2;NA;1;2;1001889;1001889
1809;1;2;2;33;2;1;NA;NA;NA;13;13;6;280796;28028;11;3;5;4;4;4;4;4;1;0;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;NA;0;0;0;1;0;1;0;0;1;1;1;0;0;NA;5;1;3;4;3;4;4;5;1;5;2;4;1;1;1;0;0;1;1;0;0;1;1;NA;Los Bridgerton;La Edad Dorada;Outlander;Memento Mori;NA;Los Sims;NA;NA;NA;NA;1;1;0;1;1;0;0;0;NA;0;0;0;1;0;0;NA;0;0;1;0;0;0;0;0;NA;1;1;4;4;0;NA;NA;NA;1;4;3;1;1;2;1;3;4;3;5;1;4;6;6;2;1;3;1;2;2;3;3;5;99;5;5;3;7;1;NA;NA;NA;100;100;100;100;100;100;100;100;100;74;100;100;86;86;12;100;13;100;100;100;87;19;100;100;100;100;1;3;5;3;5;5;4;11;11;1;NA;2;5;40;0;3;2;3;1;NA;0;NA;7.59E+15;7.59E+15
1810;1;2;2;19;1;2;Venezuela;1;5;NA;8;2;130283;13610;7;2;11;3;3;2;1;1;0;1;1;1;0;0;1;1;0;1;0;0;1;0;NA;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;NA;8;1;3;1;4;1;5;4;1;4;4;3;1;1;1;1;1;0;0;1;0;1;0;NA;El Sultán;NA;NA;NA;NA;Call of Duty;Fortnite;Mario;NA;NA;0;0;0;0;1;1;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;4;3;1;1;Tinder;Bumble;NA;3;1;4;2;3;5;5;4;5;5;5;4;5;1;1;4;3;4;3;1;5;3;3;5;4;8;4;1;10;97;NA;3;NA;88;37;100;85;16;65;3;100;99;2;35;49;999;98;51;33;86;100;74;63;39;35;87;41;100;74;4;5;5;5;1;2;5;4;8;11;NA;NA;NA;NA;NA;3;3;1;1;NA;0;NA;796005;796005
1811;1;1;1;72;6;1;NA;NA;NA;1;1;6;290672;29016;11;3;2;4;3;2;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;NA;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;9;1;5;3;2;2;5;2;5;4;1;5;1;1;0;0;1;1;0;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;1;0;1;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;4;4;3;4;0;NA;NA;NA;5;4;4;1;1;4;5;5;5;4;5;1;1;8;10;4;1;5;1;5;1;4;5;3;3;9;8;3;10;1;NA;NA;NA;59;20;29;20;0;53;50;26;68;40;0;80;0;81;0;2;99;0;53;8;45;28;78;70;48;19;3;1;5;5;5;5;4;10;8;9;NA;NA;NA;NA;NA;2;2;1;4;NA;1;2;7.91E+15;7.91E+15
1812;1;1;1;78;7;1;NA;NA;NA;9;1;1;40314;4815;7;2;7;1;1;4;2;3;0;0;1;1;0;0;0;0;0;1;1;0;1;1;NA;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;9;1;4;3;1;2;5;2;2;1;1;5;1;1;1;1;0;1;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;NA;2;4;5;4;0;NA;NA;NA;5;5;4;2;4;4;4;5;5;5;5;2;1;10;1;5;5;5;1;4;5;4;4;1;2;7;9;1;9;3;NA;NA;NA;37;68;73;76;20;75;38;24;74;71;21;76;30;86;12;29;42;33;71;44;64;75;93;77;82;74;5;5;5;5;3;4;3;4;4;9;NA;NA;NA;NA;NA;2;2;2;4;NA;1;2;1.04E+16;1.36E+16
1813;1;1;1;64;5;1;NA;NA;NA;2;2;6;502973;50015;11;3;1;1;1;4;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;NA;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;NA;5;5;4;2;1;1;4;3;1;4;1;4;1;0;1;0;0;0;1;0;1;1;0;NA;Perdidos;NA;NA;NA;NA;La Palabra del Día;NA;NA;NA;NA;1;1;0;1;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;5;4;3;5;0;NA;NA;NA;5;4;4;4;2;3;1;1;1;2;3;1;1;1;1;1;5;5;3;1;5;1;3;5;5;8;3;3;5;4;NA;NA;NA;70;71;71;68;73;72;70;73;71;73;74;3;53;5;74;73;6;73;999;999;74;10;53;70;73;74;2;3;4;2;5;3;4;4;2;9;NA;NA;NA;NA;NA;2;6;NA;2;NA;1;2;688415;688415
